longitude,latitude,rzvr_id,name_en,name_fa,morphology,topography,primary_period,lithics,ceramics,architecture,other_finds,archaeological,photo1_id,photo2_id,photo3_id,photo4_id,photo5_id
47.0655194606615,34.6614740376219,"72",Teppeh Ban Qelah,,tell,alluvial_plain,historic,"1","1","0","1","1",RZVR_CAM1B_2018_0022,RZVR_CAM1B_2018_0006,RZVR_CAM1B_2018_0009,RZVR_CAM1B_2018_0012,
47.1564896178467,34.6501776499098,"10",Qela C,قلا سی,flat_open_air,slope,late_prehistoric,"0","1","0","1","1",RZVR_CAM1A_2018_0133,,,,
47.1572418763474,34.6507398626018,"9",Qela A,قلا ای,tell,slope,chalco,"0","1","0","1","1",RZVR_CAM1A_2018_0121,RZVR_CAM1A_2018_0123,RZVR_CAM1A_2018_0125,,
47.1584506297435,34.6516760215983,"8",Qela B,قلا بی,flat_open_air,slope,chalco,"0","1","0","1","1",RZVR_CAM1A_2018_0109,RZVR_CAM1A_2018_0111,,,
47.0181793151994,34.6778795043521,"54",Scatter 54,,flat_open_air,alluvial_plain,chalco,"1","1","0","1","1",_083425,_083345,,,
46.9274675498164,34.7148983171237,"63",Teppeh Riz Ali,,tell,alluvial_plain,chalco,"1","1","0","1","1",RZVR_CAM1A_2018_0827-828,RZVR_CAM1A_2018_0832,RZVR_CAM1A_2018_0836,,
47.1870947859628,34.6203817843644,"4",Spring 4,,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0092,RZVR_CAM1A_2018_0093,RZVR_CAM1A_2018_0094,RZVR_CAM1A_2018_0095,RZVR_CAM1A_2018_0096
47.0846687904011,34.6728919790108,"77",La Gamalan A,,flat_open_air,slope,historic,"0","1","0","0","1",RZVR_CAM1B_2018_0116,RZVR_CAM1B_2018_0117,,,
47.0798722482063,34.6739119815799,"79",Khaowra,,flat_open_air,slope,historic,"1","1","0","0","1",RZVR_CAM1B_2018_0130,RZVR_CAM1B_2018_0131,,,
47.0737601951326,34.6750050590721,"80",Ban Cham,,flat_open_air,slope,late_prehistoric,"0","1","0","0","1",RZVR_CAM1B_2018_0141,RZVR_CAM1B_2018_0142,,,
47.058145881036,34.6817609991335,"82",Teppeh Mousha Khan 2,,tell,slope,late_prehistoric,"1","1","0","0","1",RZVR_CAM1B_2018_0163,,,,
47.1543358585294,34.616587272614,"24",Ben Zard A,,cave,ridge,epipal,"0","0","0","0","1",RZVR_CAM1A_2018_0235,RZVR_CAM1A_2018_0236,,,
47.1173952714411,34.609626290468,"35",Kani Zal B,کانی زل ب,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0380,,,,
47.0788692894933,34.6385991256158,"47",Teppeh Kharman Ji,تپه خرمانجی,tell,alluvial_plain,historic,"1","1","0","0","1",RZVR_CAM1A_2018_0554,RZVR_CAM1A_2018_0548,,,
47.0881926978329,34.6152730750707,"48",Wezmeleh Spring,چشمه وزمله,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0558,,,,
47.1097482831875,34.6374693827233,"92",Gholam A,,flat_open_air,,neolithic,"0","0","0","0","1",,,,,
47.1162422838288,34.6155135647942,"37",Kani Bakh ,کانی باخ,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0390,,,,
47.0684979722048,34.6432432472732,"45",Sarow Chay Spring,چشمه سراو چای,spring,,,"0","0","0","0","0",RZVR_CAM1A_2018_0539,,,,
46.8972944280863,34.7203335612544,"66",Teppeh Ghalah A,,tell,alluvial_plain,chalco,"1","1","0","1","1",RZVR_CAM1A_2018_0883,,,,
46.9924673273916,34.6886348733936,"56",Single Find 56,,flat_open_air,slope,early_prehistoric,"1","0","0","0","1",RZVR_CAM1A_2018_0718,,,,
47.1543060172566,34.6663485254173,"15",Kani Kouregan,کانی کورگان,spring,slope,,"0","1","0","1","0",RZVR_CAM1A_2018_0151,,,,
47.1538706836322,34.6214974421199,"26",Takhte Zoleikha B,تخت زلیخاه ۲,cave,ridge,,"0","0","0","0","1",RZVR_CAM1A_2018_0249,,,,
47.1288723860339,34.6020524672943,"30",Posht Tang,پناهگاه صخره ای پشت تنگ,cave,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0301,,,,
47.1179088666742,34.6068425699957,"34",Kani Zal A,کانی زل آ,spring,slope,,"0","0","0","0","0",RZVR_CAM1A_2018_0372,,,,
